情感分析结果,评价倾向,商品评论
0.9999860155649778,喜欢,买来给女儿上网课用的，记个笔记啦，背个单词或者它还可以当作笔记本来用，配个蓝牙键盘就行，11英寸屏幕挺大，音质特别好，平常听听音乐追个剧之类的身临其境。
0.9999998599823811,喜欢,它改掉了以往老式的充电头和充电器，充电速度快电池也扛用了！苹果的软件很好，运行速度非常快，还记得我家第一步13年买的那个iPad到现在都不卡，如果是想用的久一些还是推荐大家买苹果
0.9998703817630137,喜欢,一天就到了 我哭了 小哥态度超级棒 pro也不错 希望可以陪我读完研究生 以后就拜托你了！资金有限买了11寸的，我觉得大小已经够了，银色的也很好看！
0.9922789407752772,喜欢,还不错，屏幕看着舒服，四个扬声器声音听起来很不一样，只带了充电器，其他的啥都没有。贴了膜，感觉贴完灵敏度有受影响。faceID很方便，识别迅速。11寸用着刚刚好，12.9的特别大不方便携带，一起买了pencil，键盘过一段时间再买。没有耳机插孔，还需要买转换器或者蓝牙耳机。灰色很好看。没下载游戏，追剧体验超级棒。其他的还在适应于发现中&hellip;
0.9999809307108691,喜欢,给女儿买的，特喜欢，超薄的很轻巧，清晰度高，功能强大，大爱。
6.316980206033662e-06,不喜欢,观感很好，边角棱面分明，四周圆角，真的是平板，底面**整整的，完全贴合，本来一直纠结11寸还是12.9寸，只有一个理由，我有一个才买的Mac book pro 了，所以互补便携性，入了11寸，不后悔，够用了，11寸真的不小，图片对比，分别是x和6sp。买了后下载了一些付费app，必须要的，特别好的app提高效率，节约时间，花钱可以的。iPad 真的很方便，还是那句话，谁用谁知道。
0.999999937764913,喜欢,我一直用的是17年的pad pro，正好男票生日快到了，他的苹果四件套里，就缺个pad，所以我想给他买个新的。付定金的时候，在pro和air3之间犹豫了很久，也上网查了很多的资料，最后决定还是买pro，虽然是18年生产的，但是新款还没出来呀。这个pro手感挺好的，很薄，比我的薄，而且由于支持的面部识别，所以看起来屏幕比我的要大一圈那种，就像个电脑一样。我其实觉得新款的比我好看，更有设计的科技感。男票收到的时候很开心，特别感动，所以我也开心！
0.39552012590266605,不喜欢,外观材质：黑黑的 不知道啥材质
0.3834393939633369,不喜欢,屏幕效果：灵敏！人性化
0.9260432291519205,喜欢,运行速度：快哦！
0.9847611060097056,喜欢,轻薄程度：很轻薄
0.825000370705544,喜欢,其他特色：造型简约 刷脸解锁很方便
0.9999999958744803,喜欢,宝贝刚到手，金属机身，摸着很凉，手感很好，轻薄，最主要喜欢这款平板的原因是它处理器很强大，比高通和麒麟的都要强。今天入手了这个机器，真是性能之王。
0.9996735166544365,喜欢,外观材质：非常的漂亮 设计理念完美
0.5023145210016652,一般,屏幕效果：显示效果出类拔萃
0.9994616585330366,喜欢,运行速度：流畅 富裕的配置 可使用5年以上
0.9890437919150198,喜欢,机器是好机器 京东的外号也名不虚传
0.9999989609580724,喜欢,外观材质：这一代的iPad Pro确实很漂亮，做工很精细，简直就是艺术品，关键是屏幕没有刘海，原来买的iPhoneX的刘海屏太难看了；
0.9946371905306749,喜欢,屏幕效果：屏幕的分辨率很舒服，感觉比iPhoneX的要色彩更丰富一点，看电影很爽，有种在电影院的感觉；
0.9978785039778506,喜欢,运行速度：运行速度是没得说，非常快速，一点就进去了，一点都不带卡的，说实话买这个就是看看电影确实有点性能过剩了；
0.9708886137678571,喜欢,轻薄程度：非常轻薄，我家里有一台iPad Air2是10.5英寸，这新一代iPad Pro11英寸，竟然还要小一圈，电池容量大多了，还更薄了。真的是全方面升级；
0.9974504015157775,喜欢,买的时候刚好赶上双11，价格非常实惠，很满意，送货速度贼快，特意使用了一个月才来评价，希望对大家有帮助。
0.9211548144260836,喜欢,轻薄程度：算很重，不过手捧久了还是会累，比较薄，建议还是买个带支撑功能的保护套使用。
0.6443835023871859,喜欢,外观材质： 比起以前的ipad好看很多，边框收窄，face id 好用又快。四边变得平整，手捧不再硌手。
0.7441597995193435,喜欢,屏幕效果：显示效果偏真实，不会很浓艳，原彩显示功能打开了对眼睛很友好。
0.9924019677992685,喜欢,运行速度：系统还有操作起来都很顺滑流畅，稳定没有什么问题。
0.9961057707091083,喜欢,其他特色：外放效果不错，看电影爽。电池比较耐用，中度使用一天没什么问题。
0.9999999999857514,喜欢,iPad pro的确是名不虚传，机身纤薄，重量适中，单手拿在手里也非常合适，apple的设计真的不错，任何产品都是非常有设计感，让人一拿到手就不愿放下。运行速度非常快，app用起来极为流畅，没有卡顿，再配上pencil，无论是记笔记还是画图，都很方便。显示细腻，色彩饱满，还有立体声效果非常赞。11寸就很好了，用起来一点也不觉得小。很好，很满意！
0.9998979989806687,喜欢,观望了很久，6.1到手，价格实在太美了，ipad到手使用了一段时间。pro用起来真的很舒服，不管是娱乐还是学习都是超一流的平台，配上官网买的笔完美，pro唯一的缺点应该就是续航了，处理器强大带来的后果是续航很差劲，持续操弄一下就没电了，基本上一天一冲。
0.995425977706896,喜欢,外观材质：金属机身外，质感好，看起来高大上
0.2611300067068538,不喜欢,屏幕效果：iPad Pro屏幕是最好的，比所有iPad屏幕都漂亮，还原色真实色彩，主要是2k屏幕显示，又是全贴合屏幕，刷新率是120Hz，刷网页看图片玩游戏，超级流畅的
0.9972332222868657,喜欢,运行速度：2018款Pro 是4G运行内存，很快很快，1T储存的Pro是6G运行内存
0.6952515159012115,喜欢,轻薄程度：500克内，不足一斤，带出门不会很重，携带方便
0.9276253555820252,喜欢,其他特色：能用apple pencil2代，也能苹果最新轻盈键盘，现在的iPad Pro简直就差不多接近笔记本电脑，值得购买
0.9999977276169402,喜欢,买之前还很犹豫到底买pro  11寸的还是pro  12.9寸的，或者买air，但是认真想了一下，air只能用一代的笔，一代笔充电。。我怕我会折断，还是买二代吧，配pro刚刚好，下单以后超级激动，第二天就收到了，苹果果然一如既往的高档，包装也非常安好，用了几天感觉还不错，很流畅，特地过了一个月过来评价，很好用，艺术生友好哈哈哈，看电视剧还是打游戏，做ppt都很好用，强烈推荐！！！！
0.9120390520659273,喜欢,iPadPro第一代出来时候就想买，性能太强了，就喜欢那4扬声器，尺寸大的太大，小的有小，结果没买，直到出来2代发现11寸这个款就是我想要的尺寸，而且还用全面屏和面部识别加持，CPU方面不用考虑，苹果一定会给Pro最好的，回到机子本身生产力可能还没正在意义上的加载到Pro上，但padOS或许能带来改变。不管怎么说买前生产力，买后爱奇艺这话一点没错，不光爱奇艺，还有~呀！优酷呀！央视呀！真香。最后特别说说，京东618买这玩意真实惠，我实付6499，比官网便宜1千，超开心。
0.4909517596107683,一般,外观材质：新的ipad pro缩小了边框，使得11的这款机器看着和9.7的差不多，但是屏幕大了好多。
0.47074888901429235,一般,屏幕效果：屏幕素质没有肉眼可见的变化。
0.7849086835737045,喜欢,运行速度：运行速度超级快，而且120hz的屏幕刷新率让你适应了这个，看普通的ipad很卡的感觉。完和平精英可以调高帧率模式。
0.9011104612727828,喜欢,屏幕效果：很棒
0.8700361984262033,喜欢,运行速度：还可以
0.8762492363043232,喜欢,轻薄程度：很薄
0.9989177018635196,喜欢,其他特色：希望我能发挥到物超所值 配了pencil画画很棒
0.9992250810155668,喜欢,手感很好 苹果一贯的精工细作，用习惯了没法换系统。这次犹豫了半天，还是买了Pro系列，嗯，没太感受出来，比原来的iPad特别在哪里，主要是和现在的iPhone x嗯比较匹配，没有home键，用起来也比较方便，配了一个带键盘的保护套非常好用，孩子用它上课操作也很简单
0.9999852001740153,喜欢,首先，快递真的很给力，提前一天就到了，包装也都是完整的，没有压到，也没有出现透明纸脏了的情况。收到了东西确实惊艳到了，买的是64G的，但运行感觉还是很快，整个系统跟iPhoneX一样的体验，很方便，清晰度就更不用说，看电影很爽。另外一个，就是音质确实惊艳到我了，感觉简直就是演唱会现场，真的瞬间这几天用下的感觉，就是感觉还是要配笔，买这个iPad的目的是为了讲课好录屏，录屏的话，可以用自带的，但是没办法使用摄像头，也在探究之中。另外一个就是作为笔记，作为笔记而言，真心是很好用，各种颜色的笔，尺子和工具真的是数学老师的福音，画几何图就方便了很多。摄像头的像素倒是还没拍照看一下，都有人像功能，开机激活电脑就会自动运输iPhone的相册什么的，还是很方便的，不喜欢的可以自己在设置把这些功能都关掉。但这个iPad真的就要配笔了，不配笔的话，感觉真的就成了：买前生产力，买后爱奇艺。最好配二代的笔，充电就可以用磁铁的，会更加方便。买完之后，顺便买了个保护套，都是用磁铁的，四周的边框是没有保护的，所以大头哈们最好自己买个iPad 内胆，这样的话，出门也不用怕边角刮到，京东上这些配套有很多，可以一起购买
0.9211409673601961,喜欢,拿一个vivo的箱子装的，吓死我了???，以为买了部手机，弯曲不存在的，没有他们说的那样，至于全屏，现在绝大多数已经很好的适配了，不用担心，吃鸡，农药，崩崩崩，A9全都完美全屏，生产力嘛，还差点。主要是生产力软件功能不全，还是不能媲美电脑，期待后续更新，整体惊艳，使用方便，值了?
0.9906789959734242,喜欢,外观材质：包装精美，材质非常舒适
0.7670221248877847,喜欢,屏幕效果：显示清晰，不伤眼睛
0.9991393239006113,喜欢,运行速度：运行流畅不卡顿
0.9720929098381057,喜欢,轻薄程度：非常轻薄
0.997952329592129,喜欢,外观材质：轻薄有质感，颜色高档
0.028796820796113454,不喜欢,屏幕效果：颜色无色差，原彩6逼
0.7137803946172143,喜欢,运行速度：运行速度很快！刚收到货就试了一下，很棒！只是那个apple TV好半天才运行出来，应该是首次开启的原因
0.9955439677824981,喜欢,轻薄程度：很棒，拿着小心翼翼的，生怕磕着压着了
0.7201018932544154,喜欢,其他特色：几乎没有缺点，买它！
0.9952400484450665,喜欢,用了一段时间，质量还可以，整体设计更加舒服，作为生产力工具使用很好。
0.9940121237567036,喜欢,关注iPad Pro11寸很久了，由于老机器还可以正常使用，就一直等降价的机会，正好赶上双十一节，价格非常划算，于是淘汰旧机器买新机，太空灰256wifi版，完全够用，只是平时，做饭、吃饭、上厕所、洗衣服、看看视频而已。机器运行流畅，非常喜欢。
0.9957302106684577,喜欢,运行速度：还挺流畅的
0.8644031857333279,喜欢,轻薄程度：很薄，蛮轻的
0.9637675810552255,喜欢,其他特色：穷学生的第一个ipad，当时挑了好久，看知乎，看贴吧，看各个平台的商品，最后在京东下单，我刚买了两天，暂时体验还非常不错。过一段时间会追评。
0.9999641683011106,喜欢,外观材质：外观材质，摸着手感挺好的，给人一种很惊艳的感觉。
0.920763706292295,喜欢,屏幕效果：屏幕看着很清晰，柔和。
0.9567143141662456,喜欢,运行速度：运行速度杠杠的&hellip;&hellip;
0.8767206759532655,喜欢,轻薄程度：很薄～纤细
0.9994654343676659,喜欢,刚设置完成。产品非常棒！买的壳还没到。等到了再正式使用。登陆我的Apple  ID，旧设备上的设置瞬间到位。产品很轻薄，一定要配个外壳使着才放心。
0.566112456525647,一般,产品到达时包装也很好。感谢卖家赠送的蓝牙耳机，测试了一下，能很快连上。京东物流很快！比预计提前一天到达。
0.9930066641589754,喜欢,外观材质：很光滑，很好看
0.9951264600356287,喜欢,屏幕效果：很亮，全面屏很好看
0.9991849549860866,喜欢,运行速度：运行很快，特别流畅
0.9900618422917572,喜欢,轻薄程度：很轻，很薄，方便携带
0.9902321497878283,喜欢,其他特色：不缓冲电影，64g够用了，很满意。
0.9999981378875291,喜欢,a12x的性能真的是太强了，性能比一般i5办公本要强了，这款pro虽然贵但是也绝对物有所值，音质也很不错，四扬声器真的比双扬声器好了很多。手写时也顺畅，总之非常喜欢去。而且本人是个颜控，最重要的是全面屏真的无敌，太好看了。
0.9999996819076119,喜欢,全面屏很震撼，非常漂亮，faceID解锁速度很快，很流畅，系统没什么新鲜感，就是看中全面屏。体验还是很棒的。只想说：真香！
0.9949861845105992,喜欢,外观材质：棒
0.8615999299740443,喜欢,轻薄程度：跟手机差不多
0.971975877907278,喜欢,运行速度：超级快
0.9647102989162664,喜欢,屏幕效果：棒
0.9999999485140534,喜欢,其他特色：真的很爽11寸够了！哈哈哈哈！！！哈哈哈哈！！！！很喜欢！！！啊啊啊啊噢！下次有钱了再买支笔！！真的要考虑买支笔玩玩  音效很棒  超级快  流畅！！完美！啊！天呐！
0.9999999827958636,喜欢,很好嘻嘻嘻，双十一买很划算～客服态度很好，值得信赖我，以后就到京东多购物～好用，配上我的比，我就是爱学习的美腻宝宝哈哈哈，一边喝咖啡，一边看剧，偶尔学习～很好用
0.8812966880322207,喜欢,外观材质：薄
0.8342724983968154,喜欢,屏幕效果：很好
0.9260432291519205,喜欢,运行速度：快
0.7923918286466961,喜欢,轻薄程度：薄
0.8755921809444511,喜欢,其他特色：看着舒服
0.9953072124398251,喜欢,外观材质：非常的轻薄，重量也刚刚好
0.46722196465088717,一般,屏幕效果：就冲着这个屏幕的调色和显示效果买的
0.9999676512312536,喜欢,运行速度：感觉日常应用完全没有问题，目前没有拿来打游戏，平时主要是拿来记笔记，还有看pdf文献，同时处理这些任务，感觉比较流畅
0.9739634819016042,喜欢,轻薄程度：轻薄度刚刚好
0.7772105461446542,喜欢,其他特色：配上pencil之后是非常的好用
0.9999998949941459,喜欢,上月购买的，使用了一个月才评价。京东送货很及时，纸盒包装的，pro 的屏幕画面很惊艳，人脸解锁也超级好用。屏幕流畅，功能也强大，256的内存，运行速度很快，音响立体声效果振撼。直接从AIR2里把数据转到pro了，很方便.这点不得不说苹果做得很好。全面屏幕非常好，看着就舒服，大屏幕看书，画画，看电影去，玩游戏太爽了，很值！
0.849558274892136,喜欢,外观材质：银色真的好看到爆
0.25708042012980603,不喜欢,屏幕效果：120hz刷新加上600尼特和超低反射率 爽
0.5290145572294929,一般,运行速度：a12x不需要做过多解释
0.41846505298867276,一般,轻薄程度：薄 比我的IPhone xs Max感觉还要薄
0.9999999999726896,喜欢,其他特色：全面屏加上faceID  怎么样使用都顺心心念念的iPad pro 终于到了 去年由于过高的起售价让我望而却步 今年256g的优惠过后价格等于去年的64g 还是很划算的 买来主要是为了学习 很多人说，买前生产力 买后爱奇艺 但这个东西看你怎么用了 下载记笔记软件和修图软件后 确实可以当成生产力工具 当然 全面屏看电影煲剧还是很爽的 总之这款iPad pro确实不错 真的值得购买。最后晒出我的漫威全家福  ?
0.9998731133931305,喜欢,外观材质：上手效果非常好 铝合金机身很有质感 边框棱角分明 和前几代有明显不同
0.46703713568818084,一般,屏幕效果：也还不错 120赫兹刷新率确实是体验到了
0.7741526763642662,喜欢,运行速度：12x的处理器 没啥好说的 很厉害了
0.979643653100645,喜欢,轻薄程度：绝对够轻够薄 有时候都怕一不小心把它压弯了
0.9895769617440566,喜欢,其他特色：这屏幕确实 有沉浸式体验
0.9798848869781046,喜欢,外观材质：手感好
0.9260432291519205,喜欢,运行速度：快
0.9448843783373546,喜欢,轻薄程度：轻
0.9989543828269436,喜欢,其他特色：简洁大方
0.7321889134356929,喜欢,给老公买的，非常好用，尤其是适合办公开会。
0.9503397322986175,喜欢,运行速度：丝滑
0.8588372456192462,喜欢,屏幕效果：120hz不是盖的
0.9573189113642405,喜欢,质感特别好，裸机太舒服了，情怀设计，感觉很像5s那年代的样子。
0.8963702672504662,喜欢,很完美
0.319034368446648,不喜欢,屏幕效果：屏幕显示很柔和，看久了眼睛也不会累
0.12210658988385958,不喜欢,轻薄程度：只能说就怕一不小心给整弯
0.9998786431039309,喜欢,外观材质：外观非常大气，苹果经典款外形
0.9743555553354807,喜欢,买到自己心仪的产品，本来挺开心的一次购物，结果让京东的虚假广告弄得很不高兴，目前收货好几天了，还没有给我一个完美的解决方法，我只想说，客服能不能走点心，这点事情办不好吗？产品整体无论轻薄程度，颜值，性能都超级棒，值得拥有的一款产品，目测还需要一支笔，哈哈
0.7537147742239793,喜欢,东西收到了，使用了一段时间，说说感受
0.8283072636315987,喜欢,真假没有查询，没啥问题，用得挺好
0.9874792663641522,喜欢,电池：刚到手有百分60的电量，一般充满，看电影一下午基本没啥问题，我平时用来查查资料，晚上刷刷剧，不是高强度用，隔二天冲一次
0.9982619236364975,喜欢,外观：相信大家也看到了，很薄，也很轻，摸起来手感很棒，之前买之前看别人说容易弯曲，所以第一时间买个保护套，所以保护的也可以
0.9999928193011711,喜欢,性能：也许刚买的，很流畅。玩游戏没有任何压力，比手机舒服，哈哈，虽然不从事设计工作，但是也买了笔，平时写写画画，也很方便，根据自己的喜好吧。
0.9990269699639054,喜欢,最后还有一些功能正在挖掘摸索，后面用一段时间再更新一下，整体还是挺好的，当然价格也很美?
0.9449374866147475,喜欢,外观材质：满意 高级灰 金属材质手感好
0.3295801358368322,不喜欢,屏幕效果：清晰度分辨率高
0.97006011775788,喜欢,运行速度：系统运行很快
0.9869366144538956,喜欢,轻薄程度：轻薄刚好
0.9999840896374322,喜欢,其他特色：京东商城网购 值得信赖 在这特殊时期 京东服务态度质量值得称赞??。孩子不能在课堂读书 只能在家上网课，要配备好的电子设备 优选京东商城。
0.8634896325311059,喜欢,屏幕效果：显示效果没得说，画图，照片都没问题
0.3257950327147482,不喜欢,运行速度：非常快，也可能是新机器的缘故，没有下载我太多无用的软件
0.7863728706656736,喜欢,轻薄程度：非常便携
0.989030738359656,喜欢,其他特色：完全可以代替笔记本电脑了。可以直接连typeC借口的移动硬盘，读写很顺畅。终于实现苹果设备与工作电脑文件的无缝衔接了
0.999999998756423,喜欢,这款2018新款ipad pro真心不错，相比较于旧款的ipad pro，这次更加的轻薄了，然后是全面屏，无流海的，处理器升级为a12X了，流畅到飞起，另外屏幕刷新率也是杠杠的，刷图片的视觉冲击非常棒，另外软件使用方面，对于cad啊，ps啊没有任何压力，入手用了几天了，确实可以，用着很顺手。
0.9999999999968465,喜欢,手感很棒，绘图，配上二代笔用起来很方便，用来看剧玩游戏也很爽，之前一直犹豫不定，最后还是买了这个11寸的A12x仿生处理器真的很流畅快速，更新了新的系统后更棒，触控体验很不错，整体感觉不很不错，给人一种高端大气上档次的感觉！
0.9790239390579533,喜欢,外观材质：摸起来就是贵，手感特别好
0.9992265160376864,喜欢,屏幕效果：刚开机时看颜色真的被惊艳到了，后来由于一直当复习资料用，也没什么太大感觉，但是全面屏看起来真的很爽
0.9951079283915854,喜欢,运行速度：没得说，很棒
0.9990159399064646,喜欢,轻薄程度：足够轻薄，薄到我时常担心会不会被压弯
0.9906078614034475,喜欢,64G不玩游戏用来学习完全足够了，后期资料多的话还可以搭配拓展坞连u盘，记笔记再配个pencil，配合iPad os系统的分屏真的很完美。
0.999983289354975,喜欢,棒棒的，新的造型改进审美疲劳，系统很顺畅，丝滑般的感觉。
0.9999998314941325,喜欢,iPad pro外环靓丽，机器本身不大，屏幕很大，颜色一流，运行速度太快了，根本不用担心卡顿，下载软件速度惊人的快，毕竟处理器太强大了，用起来得心应手，电池也十分耐用，价格还可以，双十一入手相当合适，值得购买。
0.124646504284879,不喜欢,??Apple iPad Pro 11英寸平板电脑 2018年款(256G WLAN版）银色  
0.9900578636981372,喜欢,第一次买ipad，还是因为儿子要网络听课，东西确实不错，但价格也漂亮
0.9996811831559345,喜欢,外观材质：apple的材质外观就不用说了，肯定一流
0.9011104612727828,喜欢,屏幕效果：很棒
0.9692726398720927,喜欢,运行速度：A12X的芯片，必须很棒，
0.9856004728974452,喜欢,轻薄程度：很薄，拿在手里很有质感
0.06219256386410488,不喜欢,其他特色：只有一个USB-C接口，想连接耳机只能蓝牙或者买转换接头
0.9999746396298994,喜欢,真香真香真香！手感非常好，屏幕也很清晰，上一代的pro买的是12.9的，平时还是容易受限制，这一次买了11寸的，大小刚刚合适。屏幕响应很快，普通的触控笔也可以用，只不过精度不是很好，定制的pencil还没到，先忍受一下。性能优势可能暂时感受不出来，后头剪片子的时候可以试一下。
